FID	IID	ENSG00000129351.13	ENSG00000151952.10	ENSG00000240498.2	ENSG00000267100.1
casefamid255	caseindv255	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid256	caseindv256	0.0	0.0432687593235	0.0	0.00333741416789
casefamid257	caseindv257	0.0	-0.00411775028737	0.0	0.00333741416789
casefamid258	caseindv258	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid259	caseindv259	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid260	caseindv260	0.0	0.0755753349004	0.0	0.00333741416789
casefamid261	caseindv261	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid262	caseindv262	0.0	0.0414201003477	0.0	0.00166870708395
casefamid263	caseindv263	0.0	0.00732975084909	0.0	0.00166870708395
casefamid264	caseindv264	0.0	0.0336699171628	0.0	0.00166870708395
casefamid265	caseindv265	0.0	0.100674543431	0.0	0.00166870708395
casefamid266	caseindv266	0.0	0.0414201003477	0.0	0.00333741416789
casefamid267	caseindv267	0.0	0.0336699171628	0.0	0.00166870708395
casefamid268	caseindv268	0.0	-0.00823550057474	0.0	0.0
casefamid269	caseindv269	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid270	caseindv270	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid271	caseindv271	0.0	0.0336699171628	0.0	0.00166870708395
casefamid272	caseindv272	0.0	0.0432687593235	0.0	0.00166870708395
casefamid273	caseindv273	0.0	0.0414201003477	0.0	0.00333741416789
casefamid274	caseindv274	0.0	-0.00638684159896	0.0	0.0
casefamid275	caseindv275	0.0	0.0455378506351	0.0	0.00333741416789
casefamid276	caseindv276	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid277	caseindv277	0.0	0.0432687593235	0.0	0.00166870708395
casefamid278	caseindv278	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid279	caseindv279	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid280	caseindv280	0.0	0.0355185761386	0.0	0.00333741416789
casefamid281	caseindv281	0.0	0.0432687593235	0.0	0.00166870708395
casefamid282	caseindv282	0.0	-0.0237358669446	0.0	0.00333741416789
casefamid283	caseindv283	0.0	0.00136334158595	0.0	0.00166870708395
casefamid284	caseindv284	0.0	0.0109621837466	0.0	0.00333741416789
casefamid285	caseindv285	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid286	caseindv286	0.0	0.0510189425084	0.0	0.00333741416789
casefamid287	caseindv287	0.0	0.00363243289754	0.0	0.00333741416789
casefamid288	caseindv288	0.0	-0.00411775028737	0.0	0.00166870708395
casefamid289	caseindv289	0.0	0.0432687593235	0.0	0.00166870708395
casefamid290	caseindv290	0.0	0.0510189425084	0.0	0.00333741416789
casefamid291	caseindv291	0.0	0.0109621837466	0.0	0.0
casefamid292	caseindv292	0.0	0.0432687593235	0.0	0.00166870708395
casefamid293	caseindv293	0.0	0.0755753349004	0.0	0.00333741416789
casefamid294	caseindv294	0.0	-0.0159856837597	0.0	0.00333741416789
casefamid295	caseindv295	0.0	-0.00823550057474	0.0	0.0
casefamid296	caseindv296	0.0	-0.00638684159896	0.0	0.0
casefamid297	caseindv297	0.0	0.092924360246	0.0	0.0
casefamid298	caseindv298	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid299	caseindv299	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid300	caseindv300	0.0	0.0551366927958	0.0	0.0
casefamid301	caseindv301	0.0	0.0432687593235	0.0	0.0
casefamid302	caseindv302	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid303	caseindv303	0.0	0.00136334158595	0.0	0.00333741416789
casefamid304	caseindv304	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid305	caseindv305	0.0	0.00136334158595	0.0	0.00166870708395
casefamid306	caseindv306	0.0	-0.00411775028737	0.0	0.00333741416789
casefamid307	caseindv307	0.0	0.0432687593235	0.0	0.00166870708395
casefamid308	caseindv308	0.0	0.00548109187332	0.0	0.00333741416789
casefamid309	caseindv309	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid310	caseindv310	0.0	0.0455378506351	0.0	0.00166870708395
casefamid311	caseindv311	0.0	-0.00453818262319	0.0	0.00166870708395
casefamid312	caseindv312	0.0	0.0228301172189	0.0	0.00333741416789
casefamid313	caseindv313	0.0	0.0432687593235	0.0	0.00333741416789
casefamid314	caseindv314	0.0	0.0628868759807	0.0	0.00166870708395
casefamid315	caseindv315	0.0	0.0414201003477	0.0	0.00333741416789
casefamid316	caseindv316	0.0	0.0336699171628	0.0	0.00166870708395
casefamid317	caseindv317	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid318	caseindv318	0.0	-0.00638684159896	0.0	0.00333741416789
casefamid319	caseindv319	0.0	0.074754809453	0.0	0.00166870708395
casefamid320	caseindv320	0.0	0.0259197339779	0.0	0.00333741416789
casefamid321	caseindv321	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid322	caseindv322	0.0	0.0109621837466	0.0	0.00333741416789
casefamid323	caseindv323	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid324	caseindv324	0.0	-0.00823550057474	0.0	0.0
casefamid325	caseindv325	0.0	0.0510189425084	0.0	0.00166870708395
casefamid326	caseindv326	0.0	0.092924360246	0.0	0.00333741416789
casefamid327	caseindv327	0.0	0.0336699171628	0.0	0.00333741416789
casefamid328	caseindv328	0.0	0.00136334158595	0.0	0.00166870708395
casefamid329	caseindv329	0.0	0.0109621837466	0.0	0.0
casefamid330	caseindv330	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid331	caseindv331	0.0	0.00321200056172	0.0	0.0
casefamid332	caseindv332	0.0	0.00363243289754	0.0	0.0
casefamid333	caseindv333	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid334	caseindv334	0.0	-0.00823550057474	0.0	0.00166870708395
casefamid335	caseindv335	0.0	0.0647355349565	0.0	0.00333741416789
casefamid336	caseindv336	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid337	caseindv337	0.0	0.0670046262681	0.0	0.00166870708395
casefamid338	caseindv338	0.0	0.0414201003477	0.0	0.00166870708395
casefamid339	caseindv339	0.0	0.0414201003477	0.0	0.00166870708395
casefamid340	caseindv340	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid341	caseindv341	0.0	0.0414201003477	0.0	0.00333741416789
casefamid342	caseindv342	0.0	0.0432687593235	0.0	0.00333741416789
casefamid343	caseindv343	0.0	0.0355185761386	0.0	0.00166870708395
casefamid344	caseindv344	0.0	0.0336699171628	0.0	0.00333741416789
casefamid345	caseindv345	0.0	0.0551366927958	0.0	0.00166870708395
casefamid346	caseindv346	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid347	caseindv347	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid348	caseindv348	0.0	0.0414201003477	0.0	0.00166870708395
casefamid349	caseindv349	0.0	0.05328803382	0.0	0.00166870708395
casefamid350	caseindv350	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid351	caseindv351	0.0	0.0455378506351	0.0	0.0
casefamid352	caseindv352	0.0	0.0510189425084	0.0	0.0
casefamid353	caseindv353	0.0	-0.00823550057474	0.0	0.00333741416789
casefamid354	caseindv354	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid355	caseindv355	0.0	0.0432687593235	0.0	0.00333741416789
casefamid356	caseindv356	0.0	0.00136334158595	0.0	0.00333741416789
casefamid357	caseindv357	0.0	-0.0237358669446	0.0	0.00166870708395
casefamid358	caseindv358	0.0	0.0414201003477	0.0	0.00333741416789
casefamid359	caseindv359	0.0	-0.0159856837597	0.0	0.00166870708395
casefamid360	caseindv360	0.0	0.0432687593235	0.0	0.00333741416789
casefamid361	caseindv361	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid362	caseindv362	0.0	0.0432687593235	0.0	0.00333741416789
casefamid363	caseindv363	0.0	0.00321200056172	0.0	0.00333741416789
casefamid364	caseindv364	0.0	0.0528676014842	0.0	0.00333741416789
casefamid365	caseindv365	0.0	0.0947730192218	0.0	0.00166870708395
casefamid366	caseindv366	0.0	0.0336699171628	0.0	0.00166870708395
casefamid367	caseindv367	0.0	0.0414201003477	0.0	0.00166870708395
casefamid368	caseindv368	0.0	0.0109621837466	0.0	0.00166870708395
casefamid369	caseindv369	0.0	-0.00823550057474	0.0	0.0
casefamid370	caseindv370	0.0	-0.00823550057474	0.0	0.0
casefamid371	caseindv371	0.0	0.0259197339779	0.0	0.00166870708395
casefamid372	caseindv372	0.0	-0.0141370247839	0.0	0.00333741416789
casefamid373	caseindv373	0.0	0.0414201003477	0.0	0.00333741416789
casefamid374	caseindv374	0.0	-0.0141370247839	0.0	0.00333741416789
casefamid375	caseindv375	0.0	-0.00823550057474	0.0	0.0
casefamid376	caseindv376	0.0	0.00321200056172	0.0	0.00333741416789
casefamid377	caseindv377	0.0	0.0109621837466	0.0	0.0
casefamid378	caseindv378	0.0	0.00548109187332	0.0	0.00333741416789
casefamid379	caseindv379	0.0	-0.00411775028737	0.0	0.00333741416789
casefamid380	caseindv380	0.0	-0.0237358669446	0.0	0.0
casefamid381	caseindv381	0.0	0.00548109187332	0.0	0.00166870708395
casefamid382	caseindv382	0.0	0.0132312750582	0.0	0.00166870708395
casefamid383	caseindv383	0.0	0.0551366927958	0.0	0.00333741416789
casefamid384	caseindv384	0.0	0.0528676014842	0.0	0.00333741416789
casefamid385	caseindv385	0.0	-0.00638684159896	0.0	0.00166870708395
casefamid386	caseindv386	0.0	0.0336699171628	0.0	0.00333741416789
